codice esercizio,PROVINCIA,COMUNE,CATEGORIA,DENOMINAZIONE,name,operator,LOCALITA,FRAZIONE,INDIRIZZO 1,INDIRIZZO 2,CAP,TELEFONO,CELLULARE,FAX,EMAIL,SITO,N_CAMERE,N_POSTI_LETTO,N_BAGNI,oh,PERIODO_APERTURA 1,PERIODO_APERTURA 2,PERIODO_APERTURA 3,PERIODO_APERTURA 4,PERIODO_APERTURA 5,PERIODO_APERTURA 6,PERIODO_APERTURA 7,PERIODO_APERTURA 8,lat,lng
68060,TRIESTE,TRIESTE,Standard,Il Sogno di Joyce di  Stefania Emma Sbaiz,,Emma Sbaiz,TRIESTE,-,Via Bramante,4,34131,,+39 338 4269189,,stesba64@virgilio.it,,1,2,1,Sep 22 - Dec 31,Sep 22 - Dec 31,,,,,,,,,
62740,TRIESTE,TRIESTE,Standard,International di Gabriele Vassilich,International ,Gabriele Vassilich,-,-,Via Barriera,15,34129,+39 347 5011444,+39 347 5011444,,internationaltrieste@gmail.com,,3,7,1,"Jan 01 - Feb 21, Feb 26 - Mar 13, Mar 17 - Jun 05, Jun 10 - Nov 20, Nov 25 - Dec 31",Jan 01 - Feb 21,Feb 26 - Mar 13,Mar 17 - Jun 05,Jun 10 - Nov 20,Nov 25 - Dec 31,,,,,
67684,TRIESTE,TRIESTE,Standard,La Cogoma di Eleonora Callipo,La Cogoma ,Eleonora Callipo,TRIESTE,-,Viale Miramare,29,34135,+39 3461392966,,,lacogoma29@gmail.com,,3,8,3,Jul 05 - Dec 31,Jul 05 - Dec 31,,,,,,,,45.6751048,13.7557547
56460,TRIESTE,TRIESTE,Standard,Le Ortensie di Via Rossetti di Federica Paliaga,Le Ortensie di Via Rossetti ,Federica Paliaga,TRIESTE,-,Via Rosset, 83/1,34100,+39 320 5743826,+39 040 9498104,+39 3205743826,info@leortensiediviarossetti.it,http://www.leortensiediviarossetti.it,3,6,2,"Jan 01 - Jan 16, Jan 27 - Mar 20, Mar 27 - Apr 07, Apr 13 - Sep 22, Sep 29 - Oct 16, Oct 20 - Dec 31",Jan 01 - Jan 16,Jan 27 - Mar 20,Mar 27 - Apr 07,Apr 13 - Sep 22,Sep 29 - Oct 16,Oct 20 - Dec 31,,,,
70243,TRIESTE,TRIESTE,Standard,Le Rose di Franca Boico,Le Rose ,Franca Boico,-,-,Vicolo delle Rose,45,34134,,+39 333 6041002,,,,1,2,1,"Apr 01 - Oct 30, Dec 01 - Dec 31",Apr 01 - Oct 30,Dec 01 - Dec 31,,,,,,,45.6680417,13.7805154
58720,TRIESTE,TRIESTE,Standard,Le Stanze di Miramare di Tiziana Finzi,Le Stanze di Miramare ,Tiziana Finzi,TRIESTE,-,Viale Miramare,27,34135,+39 342 9662480,+39 349 5871633,+39 040 420271,info@lestanzedimiramare.com,http://www.lestanzedimiramare.com,3,7,2,"Jan 01 - Feb 15, Mar 01 - Oct 31, Dec 01 - Dec 31",Jan 01 - Feb 15,Mar 01 - Oct 31,Dec 01 - Dec 31,,,,,,45.6751048,13.7557547
60280,TRIESTE,TRIESTE,Standard,Lorenzo di Katerina Koti,Lorenzo ,Katerina Koti,TRIESTE,-,Via Rosset,8,34100,,+39 328 8119561,,info@bandblorenzo.it,,3,7,2,"Jan 01 - Jan 09, Feb 20 - Mar 05, Mar 10 - Jun 10, Jun 15 - Sep 12, Sep 15 - Nov 04, Nov 07 - Dec 31",Jan 01 - Jan 09,Feb 20 - Mar 05,Mar 10 - Jun 10,Jun 15 - Sep 12,Sep 15 - Nov 04,Nov 07 - Dec 31,,,,
54842,TRIESTE,TRIESTE,Standard,Mary Poppins S House di Lampi Lorena,Mary Poppins S House ,Lampi Lorena,-,-,Via Damiano Chiesa,98,34128,,+39 377 4546235,,marypoppinshouse6@gmail.com,,3,6,2,"Jan 01 - Jan 05, Jan 10 - Nov 16, Nov 22 - Dec 31",Jan 01 - Jan 05,Jan 10 - Nov 16,Nov 22 - Dec 31,,,,,,45.6551416,13.8080424
48780,TRIESTE,TRIESTE,Standard,Mimosa di Franzinelli Gabriela,Mimosa ,Franzinelli Gabriela,-,-,Via Carlo Schmidl,5,34147,,+39 333 5059214,,bb-mimosa@libero.it,http://www.bb-mimosa-trieste.weebly.com,2,4,2,"Jan 25 - Mar 24, Apr 04 - Jun 16, Jun 27 - Jul 07, Jul 18 - Aug 12, Aug 29 - Sep 16, Sep 26 - Oct 27, Nov 07 - Dec 22",Jan 25 - Mar 24,Apr 04 - Jun 16,Jun 27 - Jul 07,Jul 18 - Aug 12,Aug 29 - Sep 16,Sep 26 - Oct 27,Nov 07 - Dec 22,,45.617559,13.7921073
49520,TRIESTE,TRIESTE,Standard,Miramare di Paola Cantarutti,Miramare ,Paola Cantarutti,-,-,Viale Miramare,55,34135,,+39 347 8408555,,paola.cantarutti6@gmail.com,,1,3,1,"Jan 01 - Feb 02, Feb 10 - Sep 07, Sep 15 - Dec 31",Jan 01 - Feb 02,Feb 10 - Sep 07,Sep 15 - Dec 31,,,,,,45.6751048,13.7557547
69981,TRIESTE,TRIESTE,Standard,Old Town Rooms di  Salvatore Amato,,Salvatore Amato,TRIESTE,-,Via dei Fabbri,3,34124,,+39 328 7043021,,totoottobre@hotmail.it,,2,4,1,"Feb 18 - Dec 11, Dec 16 - Dec 31",Feb 18 - Dec 11,Dec 16 - Dec 31,,,,,,,45.6460734,13.7651257
52580,TRIESTE,TRIESTE,Standard,Palazzo Brigido di Ricci Raffaella,Palazzo Brigido ,Ricci Raffaella,TRIESTE,-,Via Pozzo del Mare,1,34121,,+39 331 1865930,,info@palazzobrigido.com,http://www.palazzobrigido.com,3,8,1,"Jan 01 - Jan 06, Jan 13 - Jan 20, Jan 27 - Feb 03, Feb 10 - Feb 17, Feb 24 - Mar 03, Mar 10 - Dec 31",Jan 01 - Jan 06,Jan 13 - Jan 20,Jan 27 - Feb 03,Feb 10 - Feb 17,Feb 24 - Mar 03,Mar 10 - Dec 31,,,45.6492057,13.7676325
68822,TRIESTE,TRIESTE,Standard,Peggy di Paola Viano,Peggy ,Paola Viano,-,-,Via San Lazzaro,1,,,+39 347 2792580,,bnbpeggytrieste@gmail.com,,4,8,3,Oct 26 - Dec 31,Oct 26 - Dec 31,,,,,,,,45.6526022,13.7763036
66260,TRIESTE,TRIESTE,Standard,Piazza Goldoni di Jacopo Ciampalini,Piazza Goldoni ,Jacopo Ciampalini,TRIESTE,-,Via Carducci,31,34100,,+39 328 3535274,,ciampaj87@hotmail.com,,4,8,2,Mar 03 - Dec 31,Mar 03 - Dec 31,,,,,,,,,
68821,TRIESTE,TRIESTE,Standard,Porporella di Nataliya Rachkova,Porporella ,Nataliya Rachkova,-,-,Via Cadorna,13,34124,+39 329 0146105,+39 329 0146105,,kseniya80rachkova@gmail.com,,3,6,2,Oct 27 - Dec 31,Oct 27 - Dec 31,,,,,,,,,
54501,TRIESTE,TRIESTE,Standard,Rebecca di Korosec Ingeborg Klara,,Ingeborg Klara,TRIESTE,-,Via Giulia,53,34100,+39 333 5068576,+39 333 5068576,,lampo68@teletu.it,,2,5,1,"Feb 01 - Mar 21, Apr 01 - Dec 31",Feb 01 - Mar 21,Apr 01 - Dec 31,,,,,,,45.6539867,13.7868766
72103,TRIESTE,TRIESTE,Standard,Rio Farneto di Emanuela Giorgia Brianti,,Giorgia Brianti,TRIESTE,-,Strada per Longera,215,34128,+39 040 576213,+39 339 8850817,,emanuelabrianti@tiscali.it,,1,2,1,Aug 01 - Dec 31,Aug 01 - Dec 31,,,,,,,,45.6388387,13.8328594
71647,TRIESTE,TRIESTE,Standard,San Giusto di Goran Pajc,San Giusto ,Goran Pajc,-,-,Via della fornace,7,34131,,+39 320 2922696,,goran_paic@yahoo.it,,1,2,1,"Jun 01 - Oct 31, Dec 01 - Dec 31",Jun 01 - Oct 31,Dec 01 - Dec 31,,,,,,,45.6459629,13.7748235
69820,TRIESTE,TRIESTE,Standard,Shabby Lullaby di Elisabeth Antonaglia,Shabby Lullaby ,Elisabeth Antonaglia,-,-,Via del Ghirlandaio, 22/2,34138,,+39 346 4783350,,eli.antonaglia@gmail.com,,1,2,1,"Feb 01 - Feb 12, Feb 17 - Mar 05, Mar 10 - Apr 02, Apr 07 - May 07, May 12 - Oct 22, Oct 27 - Nov 05, Nov 11 - Dec 10",Feb 01 - Feb 12,Feb 17 - Mar 05,Mar 10 - Apr 02,Apr 07 - May 07,May 12 - Oct 22,Oct 27 - Nov 05,Nov 11 - Dec 10,Dec 15 - Dec 31,45.6403526,13.7907168
55241,TRIESTE,TRIESTE,Standard,St. Jack di Antonini Erminia,St. Jack ,Antonini Erminia,-,-,Via Luigi Frausin,19,34137,+39 328 6894017,+39 342 7836002,,st.jackts@gmail.com,,3,7,2,"Jan 01 - Jan 24, Feb 19 - Nov 13, Dec 16 - Dec 31",Jan 01 - Jan 24,Feb 19 - Nov 13,Dec 16 - Dec 31,,,,,,45.6437242,13.777996
70380,TRIESTE,TRIESTE,Standard,Starbene di Daniele Planine,Starbene ,Daniele Planine,TRIESTE,-,Via Ario,27,34135,+39 3249018482,+39 324 9018482,,dplanine@gmail.com,,2,4,1,"Apr 26 - Oct 15, Oct 29 - Nov 15, Nov 29 - Dec 31",Apr 26 - Oct 15,Oct 29 - Nov 15,Nov 29 - Dec 31,,,,,,,
64760,TRIESTE,TRIESTE,Standard,Stella Marina di Silva Roveretto,Stella Marina ,Silva Roveretto,TRIESTE,-,Via Luigi Negrelli,2,34100,+39 334 3366036,+39 334 3366036,,,,1,2,1,"Jan 01 - Mar 01, Mar 08 - Aug 07, Aug 14 - Dec 31",Jan 01 - Mar 01,Mar 08 - Aug 07,Aug 14 - Dec 31,,,,,,45.6408945,13.7720433
62077,TRIESTE,TRIESTE,Standard,The Smiling Home di Gelletti Giulia,The Smiling Home ,Gelletti Giulia,TRIESTE,-,Via Ruggero Manna,20,34134,,+39 339 1800253,,casadipenny@gmail.com,,2,3,1,"Jan 01 - Jan 10, Jan 18 - Jan 24, Feb 01 - Dec 31",Jan 01 - Jan 10,Jan 18 - Jan 24,Feb 01 - Dec 31,,,,,,45.6581163,13.7748468
68880,TRIESTE,TRIESTE,Standard,Torrebianca di Stefano Canato,Torrebianca ,Stefano Canato,-,-,Via Pozzo del Mare,1,34121,+39 040 2606497,+39 329 1431701,,torrebinacaitalia@gmail.com,,2,5,2,Nov 10 - Dec 31,Nov 10 - Dec 31,,,,,,,,45.6492057,13.7676325
66061,TRIESTE,TRIESTE,Standard,Tra I Rivi,,I Rivi,TRIESTE,-,Piazza tra i Rivi,5,34100,+39 3939000143,+39 3939000143,,trairivi@gmail.com,,3,4,1,"Jan 01 - Jan 10, Jan 17 - Jul 31, Aug 08 - Dec 31",Jan 01 - Jan 10,Jan 17 - Jul 31,Aug 08 - Dec 31,,,,,,45.6649112,13.7722395
63840,TRIESTE,TRIESTE,Standard,Tra I Tetti di Luca Veuer,Tra I Tetti ,Luca Veuer,TRIESTE,-,Via Imbriani,10,34122,+39 349 544114,+39 349 544114,,lucaveue@gmail.com,,2,4,1,"Jan 01 - Sep 11, Oct 01 - Oct 15, Nov 01 - Nov 06, Dec 01 - Dec 11, Dec 19 - Dec 31",Jan 01 - Sep 11,Oct 01 - Oct 15,Nov 01 - Nov 06,Dec 01 - Dec 11,Dec 19 - Dec 31,,,,,
62800,TRIESTE,TRIESTE,Standard,Trieste 59 di Camilla Gombani,Trieste 59 ,Camilla Gombani,TRIESTE,-,Via Cesare Cantù,59,34134,+39 333 8674678,+39 333 8674678,,trieste59bb@gmail.com,,4,6,3,"Jan 01 - Jan 10, Mar 04 - Jun 04, Jun 13 - Nov 06, Dec 01 - Dec 31",Jan 01 - Jan 10,Mar 04 - Jun 04,Jun 13 - Nov 06,Dec 01 - Dec 31,,,,,45.6614573,13.7908384
71221,TRIESTE,TRIESTE,Standard,Ugo Foscolo di Gian Luigi Gugliermetto,,Luigi Gugliermetto,-,-,Via Ugo Foscolo,20,34129,+39 334 8165595,+39 334 8165595,,gugliermetto65@gmail.com,,2,5,1,"Jun 01 - Nov 05, Dec 06 - Dec 31",Jun 01 - Nov 05,Dec 06 - Dec 31,,,,,,,45.6470095,13.7819904
70241,TRIESTE,TRIESTE,Standard,Valentina di Valentina Botter,Valentina ,Valentina Botter,TRIESTE,-,Vicolo delle Rose,49,34134,+39 347 0978150,+39 347 0978150,,,,1,2,1,"Apr 14 - May 18, May 25 - Jun 19, Jun 23 - Jul 08, Jul 13 - Sep 30, Oct 05 - Oct 18, Oct 27 - Nov 08, Dec 01 - Dec 12",Apr 14 - May 18,May 25 - Jun 19,Jun 23 - Jul 08,Jul 13 - Sep 30,Oct 05 - Oct 18,Oct 27 - Nov 08,Dec 01 - Dec 12,Dec 21 - Dec 31,45.6680417,13.7805154
47081,TRIESTE,TRIESTE,Standard,Ventodibora di Blasizza Federica,Ventodibora ,Blasizza Federica,-,-,Via Bartoletti,4,,,+39 333 3592541,,info@ventodibora.it,http://www.ventodibora.it,1,4,1,"Jan 01 - Jan 10, Jan 22 - Oct 10, Oct 21 - Dec 31",Jan 01 - Jan 10,Jan 22 - Oct 10,Oct 21 - Dec 31,,,,,,45.6425104,13.7894566
69645,TRIESTE,TRIESTE,Standard,Villa Giulia di  Franco Floriddia,,Franco Floriddia,-,-,Via Muratte,8,34100,+39 3488135510,+39 348 8135510,,franco.floriddia@super2000.it,,3,6,1,"Feb 01 - May 31, Jun 20 - Aug 20, Sep 15 - Dec 31",Feb 01 - May 31,Jun 20 - Aug 20,Sep 15 - Dec 31,,,,,,,
68000,TRIESTE,TRIESTE,Standard,Villa Inn di Guido Samsa,Villa Inn ,Guido Samsa,-,-,Via Ulderico Moro,1,34136,+39 040 414625,+39 333 8023075,,,,4,8,3,Aug 02 - Dec 31,Aug 02 - Dec 31,,,,,,,,45.6833023,13.7593769
54841,TRIESTE,TRIESTE,Standard,Villa Quiete di Gavranic Nadal Nela,,Nadal Nela,-,-,Strada per Basovizza,50,34128,,+39 392 3241222  333 1130704,,alessio.giannella@yahoo.it,,3,6,2,"Jan 01 - Jan 31, Mar 01 - Oct 30, Dec 01 - Dec 31",Jan 01 - Jan 31,Mar 01 - Oct 30,Dec 01 - Dec 31,,,,,,45.6368178,13.8379242
55240,TRIESTE,TRIESTE,Standard,Z1 - Zudecche 1 di Riosa Michela,Z1 - Zudecche 1 ,Riosa Michela,-,-,Via delle Zudecche,1,34100,,+39 345 0424433,,michela.riosa@gmail.com,,4,8,2,"Jan 01 - Jan 31, Feb 05 - May 15, May 20 - Oct 02, Oct 07 - Dec 31",Jan 01 - Jan 31,Feb 05 - May 15,May 20 - Oct 02,Oct 07 - Dec 31,,,,,45.6490294,13.7773322
49920,TRIESTE,TRIESTE,Comfort,Al Parco di Esmeralda Abruzzese,Al Parco ,Esmeralda Abruzzese,TRIESTE,-,Via Giulia,6,34100,+39 392 2941592,+39 392 2941592,,esmeab@virgilio.it,,2,5,1,"Jan 01 - Feb 14, Feb 29 - Nov 14, Dec 01 - Dec 31",Jan 01 - Feb 14,Feb 29 - Nov 14,Dec 01 - Dec 31,,,,,,45.6539867,13.7868766
67361,TRIESTE,TRIESTE,Comfort,Area 39 di Diego Duratorre,Area 39 ,Diego Duratorre,TRIESTE,-,Via Giulia,39,,,+39 347 3905000,,diego1512@icloud.com,,2,5,2,Jun 01 - Dec 31,Jun 01 - Dec 31,,,,,,,,45.6539867,13.7868766
47620,TRIESTE,TRIESTE,Comfort,Belcinque di Lombardi Rachele,Belcinque ,Lombardi Rachele,-,-,Via Belpoggio,5,34100,,+39 335 6894545,,,http://www.belcinque.it,2,4,2,"Jan 01 - Feb 01, Feb 08 - Aug 02, Aug 09 - Dec 31",Jan 01 - Feb 01,Feb 08 - Aug 02,Aug 09 - Dec 31,,,,,,45.6439172,13.760276
53480,TRIESTE,TRIESTE,Comfort,Better di Doratti Alessandra,Better ,Doratti Alessandra,-,-,Via Udine,20,34132,+39 040 2452935,+39 335 6602822,,alessandra.doratti@gmail.com,http://www.bettertrieste.it,3,5,3,"Jan 01 - Jan 31, Mar 01 - Nov 20, Nov 30 - Dec 31",Jan 01 - Jan 31,Mar 01 - Nov 20,Nov 30 - Dec 31,,,,,,45.6564829,13.774695
70800,TRIESTE,TRIESTE,Comfort,Contovello 536 di  Maurizio Bobini,,Maurizio Bobini,CONTOVELLO,-,Località Contron,536,34125,,+39 333 3277212,,mauriziobobini@gmail.com,,1,2,1,Apr 01 - Dec 31,Apr 01 - Dec 31,,,,,,,,,
68140,TRIESTE,TRIESTE,Comfort,Felicia di Felicia Simeoli,Felicia ,Felicia Simeoli,-,-,Via Fabio Severo, 90/1,34127,+39 328 1551487,+39 3385337232,,danielmiccu@gmail.com,,1,3,1,"Aug 25 - Nov 20, Nov 28 - Dec 31",Aug 25 - Nov 20,Nov 28 - Dec 31,,,,,,,45.6551825,13.7756963
67100,TRIESTE,TRIESTE,Comfort,House 28 di Licia Caterina Cinello,,Caterina Cinello,TRIESTE,-,Via dei Navali,28,34143,+39 040 309067,+39 329 8794591,,licia.davanzo@gmail.com,,1,2,1,Jun 01 - Oct 30,Jun 01 - Oct 30,,,,,,,,45.6399223,13.7722353
67301,TRIESTE,TRIESTE,Comfort,L Isola Che Non C E di Lisabetta Loy De Leichenfeld,,De Leichenfeld,-,-,Via Giusto dei Girardi,7,34141,+39 040 944553,+39 342 6694977,,elloy@tin.it,,2,4,2,"Jun 01 - Aug 31, Sep 15 - Oct 15, Dec 01 - Dec 31",Jun 01 - Aug 31,Sep 15 - Oct 15,Dec 01 - Dec 31,,,,,,45.6459837,13.7904446
62020,TRIESTE,TRIESTE,Comfort,La Rampla di Rudella M. Margherita,,,TRIESTE,-,Strada per Longera,46,34128,,+39 338 1903078,,margherita.rudella@libero.it,,2,5,2,"Jan 01 - Jan 15, Feb 04 - Feb 28, Mar 08 - Nov 11, Dec 01 - Dec 31",Jan 01 - Jan 15,Feb 04 - Feb 28,Mar 08 - Nov 11,Dec 01 - Dec 31,,,,,45.6388387,13.8328594
54844,TRIESTE,TRIESTE,Comfort,Le 5 Muse di Roscioli Valeria,Le 5 Muse ,Roscioli Valeria,-,-,Via del Pucino,12,34151,,+39 347 6928439,,le5muse@email.it,,2,5,2,"Jan 01 - Jan 24, Feb 01 - Nov 20, Nov 28 - Dec 31",Jan 01 - Jan 24,Feb 01 - Nov 20,Nov 28 - Dec 31,,,,,,45.7167261,13.7063887
66781,TRIESTE,TRIESTE,Comfort,Lo Studio di Joyce di Andrea Gargano,Lo Studio di Joyce ,Andrea Gargano,-,-,via Roma,20,34132,+39 347 4449936,+39 347 4449936,,andreagargano@libero.it,http://www.lostudiodijoyce.it,3,7,3,"Apr 14 - May 02, May 06 - Nov 10, Nov 14 - Dec 31",Apr 14 - May 02,May 06 - Nov 10,Nov 14 - Dec 31,,,,,,45.6523431,13.7722986
60980,TRIESTE,TRIESTE,Comfort,Nebojsega di Svab Luka,Nebojsega ,Svab Luka,LOCALITA  S. CROCE,-,Località Centa,34,,,+39 348 5861205,+39 040 220197,info@nebojsega.com,http://www.nebojsega.com,1,4,1,"Jan 01 - Feb 01, Feb 12 - Nov 06, Nov 14 - Dec 31",Jan 01 - Feb 01,Feb 12 - Nov 06,Nov 14 - Dec 31,,,,,,,
65002,TRIESTE,TRIESTE,Comfort,Porto Vecchio di  Radovancev Jelena,,Radovancev Jelena,TRIESTE,-,Via Carlo Ghega,3,34132,+39 040 2601625,+39 342 8983401,,info@66trieste.com,,3,8,3,"Feb 01 - Feb 15, Mar 01 - Dec 31",Feb 01 - Feb 15,Mar 01 - Dec 31,,,,,,,45.6558257,13.7733208
70621,TRIESTE,TRIESTE,Comfort,Traveller Jack di Claudia Diano,Traveller Jack ,Claudia Diano,TRIESTE,-,Via Enea Silvio Piccolomini,3,34126,+39 349 7786032,+39 349 7786032,,claudia.diano81@gmail.com,,1,1,1,Mar 27 - Dec 15,Mar 27 - Dec 15,,,,,,,,45.6531293,13.7834937
47941,TRIESTE,TRIESTE,Comfort,Vastu Vidya di Gotti Pamela,Vastu Vidya ,Gotti Pamela,-,-,Via Muzzile,11,34100,,+39 338 3155841,,info@triestebbvastu.it,http://www.triestebbvastu.it,1,2,1,"Jan 01 - Jan 29, Mar 01 - Dec 31",Jan 01 - Jan 29,Mar 01 - Dec 31,,,,,,,,
39280,TRIESTE,TRIESTE,-,Aachen-furlan di Bocanegra Vidal Jhaira,,Vidal Jhaira,TRIESTE,-,Via Battistine,24,34100,,+39 338 2287085,,info@triestebedandbreakfast.it,http://www.triestebedandbreakfast.it,3,6,3,"Jan 01 - Jan 10, Mar 04 - Aug 20, Aug 28 - Dec 31",Jan 01 - Jan 10,Mar 04 - Aug 20,Aug 28 - Dec 31,,,,,,,
2642,TRIESTE,TRIESTE,-,Ad Hoc di Zocchi Vida,Ad Hoc ,Zocchi Vida,-,-,Via Paduina,4,34125,,+39 347 8310930,+39 040 4528661,zocchi-ts@libero.it,,2,8,2,"Jan 01 - Jan 20, Feb 01 - Feb 15, Mar 01 - Jun 15, Jun 18 - Dec 20",Jan 01 - Jan 20,Feb 01 - Feb 15,Mar 01 - Jun 15,Jun 18 - Dec 20,,,,,45.6508091,13.7814296
3901,TRIESTE,TRIESTE,-,Ai 7 Olivi di Cimenti Annalisa,Ai 7 Olivi ,Cimenti Annalisa,-,BARCOLA,Salita di Contovello,74,34136,+39 040 421086,+39 339 6054204,,annalisa.cimenti@email.it,http://www.bedandbreakfastai7olivitrieste.it,2,4,1,"Feb 06 - Feb 28, Mar 05 - Nov 16",Feb 06 - Feb 28,Mar 05 - Nov 16,,,,,,,45.6968282,13.7395284
37841,TRIESTE,TRIESTE,-,Ai Moretti di Moretti Marcello,Ai Moretti ,Moretti Marcello,TRIESTE,-,Piazza Venezia,1,34100,+39 040 2602063,+39 328 7692696,,info@aimoretti.it,http://www.aimoretti.it,3,6,2,"Jan 01 - Jan 07, Jan 25 - Jan 31, Feb 08 - Dec 31",Jan 01 - Jan 07,Jan 25 - Jan 31,Feb 08 - Dec 31,,,,,,45.6472023,13.7621355
2399,TRIESTE,TRIESTE,-,Al Ferdinandeo di Bon Marzia,Al Ferdinandeo ,Bon Marzia,-,-,Via dell'Eremo,231,34100,+39 040 912547,+39 340 6437734  338 1333522,,info@alferdinandeo.it,http://www.alferdinandeo.it,3,6,3,"Jan 01 - Jan 03, Mar 04 - Aug 25, Sep 02 - Dec 12, Dec 27 - Dec 31",Jan 01 - Jan 03,Mar 04 - Aug 25,Sep 02 - Dec 12,Dec 27 - Dec 31,,,,,,
36060,TRIESTE,TRIESTE,-,Al Ponterosso di Boschin Andrea,Al Ponterosso ,Boschin Andrea,TRIESTE,-,Piazza del Ponterosso,3,34121,+39 040 2600312,+39 349 0925955,,alponterosso@hotmail.com,http://www.alponterosso.it,2,5,2,"Jan 01 - Jan 10, Jan 26 - Feb 15, Mar 10 - Mar 28, Apr 12 - Oct 14, Nov 01 - Nov 07, Nov 25 - Dec 31",Jan 01 - Jan 10,Jan 26 - Feb 15,Mar 10 - Mar 28,Apr 12 - Oct 14,Nov 01 - Nov 07,Nov 25 - Dec 31,,,45.6516172,13.7719023
39481,TRIESTE,TRIESTE,-,Alla Scuderia di Schiavone Grazia,Alla Scuderia ,Schiavone Grazia,-,-,Via Monte San Gabriele,42,34100,+39 040 568304,+39 334 7028973,,graziapaticchio@libero.it,,2,4,1,Apr 01 - Nov 15,Apr 01 - Nov 15,,,,,,,,45.658649,13.7868865
45200,TRIESTE,TRIESTE,-,Allo Scoglio di Grieco Ruggero,Allo Scoglio ,Grieco Ruggero,-,-,Via dello Scoglio,51,,+39 040 2032367,+39 337 538750,+39 40575273,alloscoglio@libero.it,,3,6,1,"Jan 01 - Nov 06, Dec 05 - Dec 31",Jan 01 - Nov 06,Dec 05 - Dec 31,,,,,,,45.6576474,13.7952169
34640,TRIESTE,TRIESTE,-,Battisti di Rizzitelli Andrea,Battisti ,Rizzitelli Andrea,TRIESTE,-,Via Battistine,18,34100,+39 040 3498350,+39 340 7069970,+39 040 9772039,info@bb-battisti.it,http://www.bb-battisti.it,3,6,2,"Jan 01 - Jan 04, Jan 11 - Feb 10, Feb 18 - Mar 15, Mar 20 - May 02, May 20 - Dec 31",Jan 01 - Jan 04,Jan 11 - Feb 10,Feb 18 - Mar 15,Mar 20 - May 02,May 20 - Dec 31,,,,,
43720,TRIESTE,TRIESTE,-,Bbtrieste di Patrizia Garbassi,Bbtrieste ,Patrizia Garbassi,TRIESTE,-,Via Gallerio,3,34100,,+39 347 0394312,,bedandbreakfasttrieste@gmail.com,http://www.bb-trieste.it,3,5,3,"Jan 01 - Jan 09, Jan 16 - Jan 31, Feb 06 - Dec 31",Jan 01 - Jan 09,Jan 16 - Jan 31,Feb 06 - Dec 31,,,,,,,
40241,TRIESTE,TRIESTE,-,Bora di Trieste di Scherl Loredana,Bora di Trieste ,Scherl Loredana,-,-,Via della Raffineria,8,34100,+39 040 661988,+39 349 3511655,,boraditrieste@hotmail.com,http://www.boraditrieste.freshcreator.com,2,5,1,"Jan 01 - Jan 12, Jan 15 - Jan 25, Jan 29 - Feb 29, Mar 04 - Dec 31",Jan 01 - Jan 12,Jan 15 - Jan 25,Jan 29 - Feb 29,Mar 04 - Dec 31,,,,,45.6453618,13.7820475
3240,TRIESTE,TRIESTE,-,Bramasole di Giacometti Chiara,Bramasole ,Giacometti Chiara,-,-,Via dei Caldana,3,34148,,+39 338 3014621,,info@bramasoletrieste.it,http://www.bramasoletrieste.it,2,4,2,"Jan 01 - Jan 31, Feb 14 - Dec 31",Jan 01 - Jan 31,Feb 14 - Dec 31,,,,,,,45.6342204,13.7894558
2366,TRIESTE,TRIESTE,-,Decò di Torregiani Davide,Decò ,Torregiani Davide,-,-,Scala al Belvedere,2,34100,+39 040 411593,+39 329 2080021,,decobbtrieste@virgilio.it,http://www.decobbtrieste.tk,2,6,1,"Jan 01 - Jan 20, Feb 20 - Feb 27, Feb 28 - Dec 31",Jan 01 - Jan 20,Feb 20 - Feb 27,Feb 28 - Dec 31,,,,,,45.6591567,13.7719197
44980,TRIESTE,TRIESTE,-,Diana di Marchesich Diana,Diana ,Marchesich Diana,-,OPICINA,Via di Conconello,19,34100,+39 040 211380,+39 349 5070323,,diana@bb-trieste.com,http://www.bb-trieste.com,2,3,1,"Jan 01 - Jan 09, Jan 16 - Nov 17, Nov 25 - Dec 31",Jan 01 - Jan 09,Jan 16 - Nov 17,Nov 25 - Dec 31,,,,,,45.6850389,13.7914561
40060,TRIESTE,TRIESTE,-,Giulia di Gega Valentina,Giulia ,Gega Valentina,-,-,Via Giulia,53,34100,+39 040 2413249,+39 339 2525103,,giuliabeb@gmail.com,http://www.bbgiulia.it,2,4,2,"Jan 01 - Feb 08, Feb 15 - Nov 07, Nov 14 - Dec 31",Jan 01 - Feb 08,Feb 15 - Nov 07,Nov 14 - Dec 31,,,,,,45.6539867,13.7868766
34220,TRIESTE,TRIESTE,-,Il Melograno di Zamma Gallarati Fabio,,Gallarati Fabio,-,-,Via del Ghirlandaio,13,34138,,+39 333 6268291   333 3592541,+39 040 393641,info@ilmelogranotrieste.it,http://www.ilmelogranotrieste.it,3,6,2,"Jan 01 - Jan 11, Jan 18 - Feb 10, Feb 12 - Feb 25, Mar 01 - Mar 09, Mar 14 - Jun 21, Jun 27 - Sep 21, Sep 26 - Dec 22",Jan 01 - Jan 11,Jan 18 - Feb 10,Feb 12 - Feb 25,Mar 01 - Mar 09,Mar 14 - Jun 21,Jun 27 - Sep 21,Sep 26 - Dec 22,Dec 30 - Dec 31,45.6403526,13.7907168
