codice esercizio,COMUNE,name,operator,INDIRIZZO 1,INDIRIZZO 2,phone,FAX,EMAIL,SITO,N_CAMERE,N_POSTI_LETTO,oh,lat,lng
2465,FAEDIS,Ai Nove Castelli,Depetris Matteo,Via Udine,63,+39 0432 728959,+39 0432 718728,matteode@libero.it,,2,2,"Mar 01 - May 15, May 30 - Jul 10, Aug 01 - Oct 30, Nov 15 - Dec 31",46.1487209,13.3443785
34681,FAEDIS,Alla Corte Dei Molini,Ronchi Angela,Via dei Molini,59,+39 0432 728606;+39 338 3985059,+39 0432 728606,cortedeimolini@libero.it,http://www.cortedeimolini.it,2,5,"Apr 01 - May 25, Jun 15 - Sep 30, Dec 01 - Dec 31",46.152056,13.3485008
2382,FAEDIS,Uma,Tusini Luigina,Via Canaletto,36,+39 0432 711338;+39 349 2335831,,luiginatusini@yahoo.it,http://www.casauma.com,1,4,"Nov 03 - Nov 20, Dec 20 - Dec 31",,
59080,FAGAGNA,,Zanor Loris,Via Umberto I,74,+39 0432 800639;+39 338 3574328,,loriszanor@gmail.com,,2,4,Feb 01 - Dec 31,46.1164942,13.0834833
43800,FAGAGNA,,E Lino,Via Udine,63,+39 0432 800172,,zemiralino@yahoo.it,,3,5,Apr 01 - Oct 31,46.1094388,13.0903975
65701,FIUMICELLO,,Timpano Manuela,Via don Carmelo Weffort,10,+39 347 1062668 / 348 9202615,,madi2008@alice.it,http://www.villamadi.com,1,4,"Feb 01 - Feb 14, Mar 06 - Mar 13, Mar 19 - Oct 16, Oct 29 - Nov 06",45.7737327,13.410365
66861,FIUMICELLO,Tibu,Salvini Cristina,Via Giacomo Matteotti,36,+39 340 7756824,,alecrisara@gmail.com,http://bbtibu.it,3,6,"Jan 01 - Jan 10, Apr 01 - Jun 12, Jun 19 - Sep 04, Sep 11 - Nov 06, Dec 01 - Dec 31",45.7894016,13.3996993
55500,FLAIBANO,,Maria Luisa,Via divisione Julia,12,+39 0432 869269;+39 349 5407517,,massimiliano.fabbro@gmail.com,,1,3,Mar 01 - Dec 30,46.060477,12.9831507
55680,FORGARIA NEL FRIULI,Da Gi & Jo,Ortali Giovanni,Via Belvedere,1,+39 0427 808314;+39 339 2717999,+39 0427 808314,giuliamondolo@libero.it,,2,6,"Jan 01 - Jan 31, Jul 10 - Dec 31",46.2270565,12.9989711
70580,FORGARIA NEL FRIULI,La Casetta In Canadá,Coletti Bruno,Via Villaggio Canada,13,+39 329 7229228,,150366@gmail.com,http://www.dormireinfvg.it,2,4,"Jan 01 - Jan 08, Jan 21 - Nov 08, Nov 21 - Dec 31",46.2214398,12.9683425
36482,FORGARIA NEL FRIULI,Bundi E Buinanot,Zuliani Massimiliano,Via Coletti,7,+39 0427 808013;+39 347 0737298,,emax.em@libero.it,,2,3,"Jan 01 - Jan 15, Mar 15 - May 02, May 15 - Jun 10, Jun 15 - Aug 31, Sep 05 - Nov 05, Dec 05 - Dec 31",46.2255195,12.9755591
2481,FORNI AVOLTRI,,Fabbro Umberto,Corso Italia,35,+39 0433 727478;+39 331 1304537,,campodeifiori@bbcarnia.it,http://www.bbcarnia.it,2,6,"Jan 01 - Mar 15, Jun 01 - Aug 11, Dec 26 - Dec 31",46.5844446,12.7807281
71722,FORNI AVOLTRI,,Fabbro Maddalena,Via 4 novembre,2,+39 320 5638966,,,,2,4,Jan 01 - Dec 31,,
2363,FORNI AVOLTRI,La Casa Delle Streghe,Michel Annalisa,Via Tors,20,+39 349 2326637,,annalisa.michel@gmail.com,,3,6,"Jan 01 - Apr 01, May 01 - Sep 30, Dec 01 - Dec 31",46.5823632,12.8404283
2614,FORNI AVOLTRI,Le Genziane,Agostinis Felicita,Via Belluno,19,+39 0433 72195;+39 338 4945690,,legenziane@bbcarnia.it,http://www.bbcarnia.it,1,4,"Jan 01 - Mar 31, Jun 01 - Sep 01, Dec 01 - Dec 31",46.5853234,12.7713102
56380,GEMONA DEL FRIULI,Centro Storico,Gollino Magda,Via Fossalat,5,+39 0432983215;+39 3478266001,,magdagollino@gmail.com,,1,2,"Jan 01 - Jan 09, Feb 10 - Dec 31",,
47780,LATISANA,4 Chiacchiere,Pez Albina,Via Damiano Chiesa,46,+39 346 8724006,+39 0431 510622,dasabrina@hotmail.it,,2,3,Jun 01 - Aug 29,45.772908,13.0147866
46780,LATISANA,B&B Al Ponte,Grando Claudia,Via del Capricorno,6,+39 0431 096082;+39 348 8071643,,claudiagrando@libero.it,,3,6,"Jan 01 - Jan 10, Mar 01 - Oct 31, Dec 20 - Dec 31",45.6781446,13.0814784
63360,LATISANA,,D Angelo,Via Volton,13,+39 347 0164607;+39 347 0164607,,,,3,6,Apr 23 - Oct 30,45.6870999,13.0570761
53860,LATISANA,,,Via La Rotta,21,+39 328 3717927,,SIMONIN@ALICEPOSTA.IT,,2,6,May 18 - Nov 30,45.7669461,13.0103417
2631,LATISANA,Casa Adriana,Lazzarini Adriana,Via Lignano sud,72,+39 0431 53310;+39 335 5471265,+39 0431 53310,adriana.lazzarini@virgilio.it,,2,3,Mar 15 - Nov 15,45.6896177,13.067346
2387,LUSEVERA,Alloggio Luciana,Noacco Claudio,Via Pradiel,9,+39 0432 787342;+39 339 4676599,+39 0432 787342,info@alloggioluciana.it,http://www.alloggioluciana.it,1,4,"Jan 01 - Feb 28, Mar 15 - Apr 30, May 15 - Oct 15, Oct 31 - Dec 31",,
34945,LUSEVERA,Bruolen,Sgrazzutti Stefano,Frazione Piedim,136,+39 339 1870593,,info@bruolen.it,http://www.bruolen.it,3,5,"Mar 28 - May 05, Jun 01 - Sep 30",,
2594,MAJANO,,Paulis Daniela,Via Mondovì,11,+39 0432 958119;+39 340 7141290,,b.b_lui@libero.it,http://www.bed-and-breakfast.it,2,3,"Jan 01 - Jan 31, Mar 01 - Oct 31, Dec 01 - Dec 31",,
42800,MALBORGHETTO VALBRUNA,Le Genziane,Errath Natascia,Via dei Campi,9,+39 333 7700365,,emyfive@live.it,,3,6,"Jan 01 - Mar 15, Jul 01 - Sep 30, Dec 15 - Dec 31",46.5113495,13.4735346
70240,MALBORGHETTO VALBRUNA,A Casa di Fuchs,Giovanna Liuzzo,Via Alpi Giulie,4,+39 338 8424756;+39 338 8424756,,edel.b@libero.it,,4,7,Jan 01 - Dec 31,46.4907915,13.4916288
2437,MALBORGHETTO VALBRUNA,Casa Al Salice,Gelbmann Geltrude,via Nazionale,5,+39 0428 60079;+39 338 3051858,+39 0428 60079,,,2,4,"Jan 01 - Apr 30, Jun 01 - Sep 30, Dec 01 - Dec 31",46.5050508,13.4194827
58440,MALBORGHETTO VALBRUNA,La Casetta Rosa,Buzzi August,Via Sorgenti Solforose,4,,,miro62@live.it,,3,5,Jan 01 - Dec 31,46.5020302,13.3785479
39001,MALBORGHETTO VALBRUNA,All Ombra Delle Alpi Giulie,Zanon Serena,Via Romana,15,+39 0428 60323;+39 347 0701105,,robycecon@tiscali.it,,2,4,"Jan 01 - Mar 31, May 01 - Sep 30, Nov 01 - Dec 31",46.506563,13.4220868
35980,MALBORGHETTO VALBRUNA,Da Julia,Zelloth Riccardo,Via Oisternig,1,+39 334 3212318,,rickyzelloth@libero.it,,3,6,"Jan 01 - Jan 31, Jul 15 - Aug 31, Dec 01 - Dec 31",46.5113207,13.4730622
54120,MANZANO,,,Via dei Ronchi,12,+39 0432 751061,,,,4,8,Jan 01 - Dec 31,45.9988723,13.3961159
42700,MANZANO,,Del Sole,Via San Tommaso,21,+39 0432 740657;+39 347 7940318,,francesco.sapia@alice.it,,4,8,"Jan 10 - Mar 20, Apr 21 - Jun 20, Jul 18 - Jul 31, Sep 01 - Dec 15",45.9976847,13.3947944
33482,MANZANO,Centro,Cencig Luigi,Via della Stazione, 9/a,+39 328 8234841;+39 328 8234841,+39 178 2204233,badandbreakfast.ctr@libero.it,,3,6,"Jan 10 - Jul 31, Aug 25 - Dec 15",,
69200,MARTIGNACCO,Brunives,Pittolo Dolores,Via Plaino,13,+39 348 3704725,,,,3,5,Sep 20 - Nov 30,46.1048041,13.1664545
4120,MARTIGNACCO,,,Via Cividina,14,+39 0432 677820;+39 348 7561976,,,,3,6,"Jan 01 - Jul 31, Sep 01 - Dec 31",46.0977306,13.1342165
56126,MARTIGNACCO,Villa Cantarutti,Bettio Manuela,Piazza San Tommaso,2,+39 0432 678155,,lino@villacantarutti.it,,3,6,"Jan 01 - Jul 31, Sep 01 - Dec 31",46.1052647,13.1624372
38920,MARTIGNACCO,Vivere In Campagna,Passarino Gabriella,Via Alnicco,4,+39 0432 678919;+39 329 2117711,,,,1,4,"Jan 10 - Jul 31, Aug 17 - Dec 19",46.1070647,13.1625288
52900,MONTENARS,Oriza,Hrast Martha,Via Flaibano,37,+39 0432 972943;+39 368 3914511,,,,3,5,Apr 01 - Dec 31,,
36521,MORTEGLIANO,Alfier Andrea,Bernardis Andrea,Via Mortegliano, 20/2,+39 0432 767028;+39 349 7585900,+39 0432 767028,INFO@CORTEALFIER.COM,http://WWW.CORTEALFIER.COM,3,8,"Jan 01 - Jan 16, Jan 31 - Mar 15, Apr 01 - Oct 31, Dec 01 - Dec 31",45.950117,13.2057358
36520,MORTEGLIANO,Alfier Francesco,Bernardis Francesco,Via Mortegliano, 20/4,+39 348 4078364,+39 0432 767028,INFO@CORTEALFIER.COM,http://www.cortealfier.com,3,8,"Jan 01 - Jan 31, Feb 28 - Apr 17, May 01 - Oct 16, Nov 01 - Dec 31",45.950117,13.2057358
37380,MORTEGLIANO,Garbin,Desinano Vinicio,Via Pozzuolo,22,+39 0432 767326;+39 347 1237329,,vinicio.desinano@alice.it,http://www.casagarbin.com,3,6,Mar 01 - Dec 31,,
36560,MORTEGLIANO,Al Batifiar,Sbuelz Filippo,Via Battiferro, 41 int.1,+39 339 3795339,+39 0432 510876,filippo.sbuelz@gmail.com,,3,6,"Jan 16 - May 27, Jul 02 - Dec 16",45.9560793,13.2310949
70053,MORUZZO,A Cjase di Sandra,Canciani Lisa,Via del Cristo,1,+39 329 3566897,+39 0432 672799,,,2,4,Jan 01 - Dec 31,46.1213151,13.1326462
2626,NIMIS,Casa Nongruella,Barbei Ornella,Via Nongruella,7,+39 0432 797194;+39 333 2668108,+39 0432 400950,,http://www.nongruella.com,3,6,"Apr 01 - Jun 20, Jul 01 - Sep 30",46.2254328,13.3328241
67180,OSOPPO,Al Vecchio Glicine,Pittino Nadja,Via Gravate,2,+39 0432 986224;+39 347 9392136,,nadja.pittino@pec.it,,2,5,Jun 01 - Oct 01,46.2216901,13.0671008
40180,OSOPPO,Da Rita,Buiatti Enzo,via Buia,16,+39 0432 975428;+39 347 5638054,,,,2,4,Apr 01 - Oct 31,46.2524627,13.0864811
43740,OVARO,Mandi Mandi,Maria Nagostinis,Via Otto Ottobre di Mione,43,+39 0433 747650;+39 338 4005934,,,http://www.mandimandi.it,3,6,"Jan 01 - Nov 04, Dec 05 - Dec 31",46.4776266,12.8532137
49641,PAGNACCO,Green Time,Ganzini Mauro,Via Plaino, 17/4,+39 0432 661194;+39 339 4188098,,mauro.ganzini@gmail.com,,1,2,Mar 01 - Oct 31,46.1187583,13.1835234
45960,PALMANOVA,,,Piazza Grande,14,+39 0432 923774,,LUCIA@CREDRA.COM,,1,4,"Feb 01 - Feb 28, Apr 01 - Jun 30, Aug 01 - Aug 30, Sep 15 - Sep 30",45.9060334,13.3103479
38000,PALMANOVA,Casa Dei Tori,Gori Elena,Via Oberdan, 12/A,+39 0432 928100;+39 338 5336396,+39 0432 920789,silvia.savi@tiscali.it,http://www.casadeitori.it,3,6,Apr 01 - Dec 31,,
55160,PALUZZA,,Centa Manuela,Via Principale,12,+39 335 5495289,,casadicenta@manueladicenta.it,http://www.casadicenta.it,1,5,"Jan 01 - Mar 15, Mar 25 - May 15, Jun 01 - Sep 25, Oct 29 - Nov 15, Dec 01 - Dec 31",46.5221099,13.0091744
36960,PALUZZA,Da Carletto,Bellina Carlo,Via Vittorio Veneto,10,+39 0433 779151,,,,3,6,Jul 15 - Sep 15,46.5638694,13.0042656
57500,PASIAN DI PRATO,,Blasutig Gianalberto,Via dei Faggi,5,+39 3336457528,,nuovosanpaolo@yahoo.it,,1,2,Jan 01 - Dec 31,46.0655388,13.1699073
2395,PAULARO,Ravinis,Maion Endrio,Via Monte Pizzul,17,+39 0433 70643;+39 333 5207000,,ileniafabiani@libero.it,http://www.bedandbreakfastravinis.it,3,6,"Jan 01 - Jan 15, Mar 20 - Apr 20, Jun 15 - Sep 15, Dec 15 - Dec 31",46.5394207,13.1268078
51820,PAVIA DI UDINE,B.& B. Il Borghetto,Grinovero Elena,Via Pre Zaneto,34,+39 0432676386;+39 0432676340,+39 0432 676240,elena@lapein.it,,1,3,"Mar 01 - May 15, Jun 01 - Aug 15, Sep 01 - Dec 30",45.9734684,13.3186063
53481,POCENIA,,di Paradiso,Via Crosaris,2,+39 346 8660347,+39 0432 777299,f.tonizzo@gmail.com,http://www.facebook.com/pages/BB-Angolo-di-Paradiso,2,3,Apr 01 - Oct 31,45.867626,13.1454298
2529,PONTEBBA,Alte Schule,Fortin Luciano,Via della Chiesa,7,+39 0428 90483;+39 347 1662012,+39 0428 90483,,,2,6,"Jan 01 - Apr 15, Jul 01 - Aug 31, Dec 15 - Dec 31",46.507505,13.3074466
2364,PONTEBBA,Ta Famée,Buzzi Fulvia,Via della Chiesa,22,+39 340 5621350,+39 0428 991307,tafamee@libero.it,http://www.tafamee.it,3,6,"Jan 01 - Apr 02, Apr 29 - Aug 18, Sep 18 - Dec 05, Dec 24 - Dec 31",46.5079995,13.3086305
2535,PONTEBBA,Al Ghiro,Buzzi Luisa,Via Zardini,32,+39 0428 90727;+39 335 7020598,,marziadigas@libero.it,,2,4,"Jan 01 - Mar 15, Jul 01 - Sep 15, Dec 01 - Dec 31",,
2534,PONTEBBA,,Maria Elisabetta,Via Mazzini,46,+39 0428 90626,,b.b.pontafel@tiscali.it,,2,6,"Jan 01 - Mar 10, Mar 20 - Apr 02, Apr 20 - May 20, May 24 - Jun 03, Jun 14 - Sep 15, Sep 28 - Oct 15, Nov 23 - Dec 31",46.5066268,13.3064556
2426,PONTEBBA,B&B di Monica E Mauro,Festari Monica,Via Paceida,3,+39 0428 90960,,monicaf65@aliceposta.it,,3,6,"Jan 15 - Mar 15, Oct 01 - Dec 15",,
42140,PORPETTO,,Del Lauro,Via Verdi,8,+39 3389377736,,casadellauroporpetto@gmail.com,http://www.casadellauro.com,4,8,"Jan 01 - Nov 15, Dec 01 - Dec 31",,
65080,POVOLETTO,Cjampa,Brezzi Francesco,Via dei Monti,4,+39 3484761045  3342813680,,brezzi.francesco@gmail.com,,3,5,"Jan 01 - Jan 31, Mar 01 - Oct 30, Dec 01 - Dec 31",46.1674796,13.2649177
41005,POVOLETTO,Le Rondini,Salvador Edi,Via Monte Canin,1,+39 0432 664485;+39 347 3216207,,prenotazioni@allerondini.it,http://www.allerondini.it,2,4,Mar 01 - Nov 30,46.1052035,13.3046959
56880,POZZUOLO DEL FRIULI,Apricot,Migliore Annunziata,Via XXV aprile, 7/b,+39 0432 690965;+39 392 8800503,+39 0432 690965,b.e.b.a@live.it,,2,4,Jan 01 - Dec 31,,
44160,POZZUOLO DEL FRIULI,Alla Luna,Gori Nadia,Via San Giorgio,27,+39 0432 560205;+39 3313813506,+39 0432 3061279,bebluna@alice.it,,3,6,"Jan 01 - Apr 30, May 16 - Jul 31, Sep 01 - Oct 31, Dec 01 - Dec 15",46.0059191,13.2280892
2361,PRADAMANO,B&B di Villa Ottelio,Miani Mercede,Via Torricelle,20,+39 0432 670459,,bbottelio@libero.it,http://www.bbottelio.eu,3,8,"Jan 01 - Jan 20, Feb 22 - Dec 31",46.0297071,13.2964401
44440,PRADAMANO,Italia,Tami Roberto,Via Lovaria,26,+39 0432 670174;+39 339 7612524,+39 0432 670174,vinitami@libero.it,http://www.vinitami.it,3,6,Jan 15 - Dec 15,46.0298699,13.3075616
48560,PRATO CARNICO,,,Frazione Pesariis,117,+39 348 5431964,,teresadalnuf@yahoo.it,,2,3,Mar 20 - Oct 25,46.5222445,12.7715215
65940,PRECENICCO,,Virginia Ranch,Via Canedo,2,+39 3484441464;+39 3484441464,,virginiaranch@yahoo.it,,3,6,Feb 01 - Nov 30,45.7413874,13.0628437
40760,PRECENICCO,,Minicis Giovanni,Via Pra della Narda,2,+39 0431 589781;+39 335 5426838,,g.deminicis@cheapnet.it,http://www.villapinella.it,3,6,Mar 01 - Nov 30,45.7833412,13.0758643
52780,PREMARIACCO,,Maria Flavia,Via Buttrio,8,+39 0432 720563;+39 340 9368222,+39 0432 720563,info@dorsaria.it,http://www.dorsariabedandbreakfast.it,2,6,Mar 01 - Nov 30,46.0364289,13.3784494
2617,PREPOTTO,,da Centa,Via Centa,76,+39 0432 713237;+39 347 7056472,,caterinadacenta@yahoo.it,,3,6,Mar 01 - Dec 30,,
2485,PREPOTTO,,Pasquale Giuseppina,Località Franz,131,+39 0432 713252;+39 3487080550,+39 432737723,info@casaledongiovanni.it,http://www.casaledongiovanni.it,3,3,Jan 01 - Dec 31,,
2373,PULFERO,Chiabudini,Chiabudini Tullio,Frazione Ronchis,106,+39 0432 726245,,,,2,4,Mar 01 - Sep 30,,
67900,RAGOGNA,Armonie,Sivilotti Micaela,Via Muris,37,+39 334 7028983,,micaela.sivi@gmail.com,,1,3,"Jan 01 - Jan 31, Apr 01 - Oct 30, Dec 01 - Dec 31",46.1824558,12.9787438
49640,RAGOGNA,B&B Marina,Marini Marina,Via Osoppo,41,,+39 0432 955333,info@bebmarina.com,http://www.bebmarina.com,2,6,Mar 01 - Nov 30,46.1903327,13.0005125
2515,RAGOGNA,,Maria Assunta,Via 2 giugno,17,+39 0432 954213,+39 0432 954213,info@alvecjotraghet.it,http://www.alvecjotraghet.it,3,6,"Jan 01 - Jan 31, Mar 15 - Oct 30, Dec 01 - Dec 31",,
36040,RAVASCLETTO,,Crignis Flavia,Via Valcalda,10,+39 338 1689291,,ilranuncolo@bbcarnia.it,http://www.bbcarnia.it,2,7,"Jan 01 - May 20, Jun 01 - Sep 30, Dec 20 - Dec 31",46.5221833,12.9220969
42380,RAVASCLETTO,Infiore,Ramon Ines,Via Stalivieri, 24/BIS,+39 0433 66371;+39 335 441300,+39 0433 66371,inesramon@libero.it,,3,5,"Jan 01 - Jan 06, Feb 01 - Mar 31, Jun 15 - Sep 15, Dec 27 - Dec 31",46.5317767,12.9517311
50161,RAVEO,Fra Luci E Misteli,Cordovado Stefano,Via Macilles,13,+39 0433 746212;+39 347 0573046,,stefanocordovado@alice.it,http://www.fraluciemisteli.it,3,6,"Jun 01 - Jul 02, Jul 03 - Jul 31, Aug 01 - Aug 31, Sep 01 - Sep 30",46.4373446,12.8705281
2547,REANA DEL ROJALE,I Fruz,Caporale Monica,Via Carbonaria,5,+39 0432 857767;+39 333 4486073,,bb.ifruz@libero.it,,3,5,"Jan 06 - Feb 18, Mar 02 - Apr 30, May 13 - Aug 19, Sep 02 - Oct 07, Oct 12 - Nov 18, Nov 25 - Dec 31",46.1357086,13.2514354
57820,RIVIGNANO TEOR,,Pitton Piera,Via Paolo Solimbergo,19,+39 340 5039329,,beb.casamia@libero.it,http://www.bebcasamia.it,4,8,Jan 03 - Nov 03,45.8678864,13.0421976
62480,RIVIGNANO TEOR,Casa Filaferro,Feruglio Anna,Vicolo Molino,3,+39 349 3699536,,anna.feruglio@casafilaferro.it,,2,5,Apr 05 - Oct 31,45.8209782,13.0836089
42021,RIVIGNANO TEOR,,Mestre Renzo,Via San Marco,3,+39 0432 771039;+39 348 1619337,,redeme@hotmail.com,,2,8,Feb 01 - Nov 30,45.8486546,13.069505
41500,RIVIGNANO TEOR,,Maria Laura,Via Umberto I, 2/A,+39 327 7470194,,info@iltempodelgiardino.it,http://www.iltempodelgiardino.it,4,7,Mar 10 - Nov 08,,
50083,RUDA,Villa Rita,Marconato Patrizia,Via Cortona,21,+39 338 9536765,+39 0432 524173,bbvillaritaruda@gmail.com,,3,6,Apr 01 - Sep 30,45.8140504,13.4100447
54360,SAN DANIELE DEL FRIULI,Bed And Breakfast Antico Borgo,Clarini Elvia,Località Aonedis,20,+39 334 7164203,,a.lenarduzzi@hotmail.it,,2,3,"Jan 01 - Jan 12, Feb 24 - Mar 02, Apr 03 - Sep 14, Oct 01 - Oct 19, Oct 31 - Dec 31",46.148871,12.9648194
71740,SAN DANIELE DEL FRIULI,B & B Cuore,Pigat Fabiola,Via monsignor Egidio Fant,44,+39 0427 808873,+39 0427 808874,fabi.pigat@gmail.com,,2,4,Jan 01 - Dec 31,46.1534506,13.0010281
68660,SAN DANIELE DEL FRIULI,,Cecco Monica,via Nazionale, 37-39,+39 0432 956262,,monica.dececco@tiscali.it,,3,6,Jan 01 - Dec 31,46.1311386,12.9695321
54460,SAN DANIELE DEL FRIULI,The Green Corner S Hangout,Bulligan Mariano,Via Alessandro Manzoni,18,+39 328 9626086,,hangout.thegreencorners@gmail.com,,2,6,May 16 - Dec 31,46.1606969,13.0128322
2598,SAN DANIELE DEL FRIULI,,,Via Osoppo,44,+39 0432 955397;+39 348 0008647   334 3209205,,jolli@email.it,,2,5,"Jan 01 - Feb 15, Feb 16 - Sep 01, Sep 02 - Oct 15, Nov 16 - Dec 31",46.1659054,13.0190026
2418,SAN DANIELE DEL FRIULI,,,Via Osoppo,111,+39 0432 941044,+39 0432 941044,,,2,5,Mar 01 - Oct 31,46.1704144,13.0241255
2632,SAN DANIELE DEL FRIULI,,,Via delle Querce,28,+39 0432 955879,,rossi-bellomo@alice.it,,1,3,"Mar 01 - May 15, Jul 01 - Sep 15, Dec 01 - Dec 31",46.1598385,12.9949738
40420,SAN DANIELE DEL FRIULI,Sottocolle Fontana,Ursella Ivan,Via Soprapaludo,4,,,federica.nonino@gmail.com,http://www.sottocollefontana.it,3,6,Jan 01 - Dec 31,46.1699665,13.0359516
2633,SAN DANIELE DEL FRIULI,Villa Jasmin,Pischiutta Alba,via Nazionale,76,+39 0432 956013;+39 338 9938105,+39 0432 956013,,,3,6,Mar 01 - Dec 31,46.130345,12.9684239
52880,SAN GIOVANNI AL NATISONE,,Marco Franca,Via Ronchi,13,+39 0432 756691;+39 340 3997346,,casa-demarco@virgilio.it,,4,8,Mar 01 - Nov 30,45.9914874,13.4120866
4100,SAN LEONARDO,Ada,Sibau Ada,Via Merso di Sopra,15,+39 0432 723457;+39 340 2968519,,,,2,5,May 01 - Aug 31,46.12146,13.5256356
2429,SAN LEONARDO,Casa Emilia,Sibau Giuseppina,Via Cravest,80,+39 0432 723148,+39 0432 723148,,,2,3,Jun 01 - Sep 30,,
2520,SAN LEONARDO,Casa Qualizza,Coceani Giulia,Via Merso di Sopra,44,+39 0432 723212,,giuliacoceani@gmail.com,,3,6,Jun 01 - Aug 31,46.1218367,13.5276168
2427,SAN LEONARDO,La Casa Sul Fiume,Chiabai Paola,Frazione Costa,22,+39 0432 723068;+39 380/2980970,,p.tomasetig@libero.it,,2,3,May 01 - Sep 30,,
49680,SAN PIETRO AL NATISONE,Casa Rosalba,Cedarmas Marco,Frazione Melina,8,+39 0432 727258;+39 349 1646711,+39 0432 727258,bbcasarosalba@yahoo.it,,2,6,May 15 - Dec 31,,
2490,SAN PIETRO AL NATISONE,Corte Dei Suanovi,Spagnut Ave,Frazione Seuza,21,+39 0432 727384;+39 335 7050955  334 3185668,+39 0432 727556,,,1,2,Apr 01 - Dec 31,,
53900,SAN VITO AL TORRE,Casa Della Fornace,Qualizza Eleonora,Via Venezia,7,+39 333 7772770,+39 0432 1632018,info@casadellafornace.it,http://www.casadellafornace.it,4,8,"Jan 01 - Jan 31, Mar 01 - Oct 31, Dec 01 - Dec 31",45.8809042,13.3800983
54740,SAN VITO AL TORRE,B & B 23,Rossi Paola,Via Julia,23,+39 349 1435331,,bedandbreakfast23@libero.it,,3,6,Apr 01 - Dec 31,45.9147009,13.3795316
57420,SAN VITO AL TORRE,Il Cammino,Simeon Daniele,Via Julia,19,+39 340 1095416,,marinella.cordiglia@alice.it,,2,4,Jan 15 - Jul 31,45.9144566,13.3791392
57580,SAN VITO AL TORRE,Palazzo Roncato,Rossana Roncato,Via Venezia, 1/a,+39 333 5278542,,,,2,6,"Jan 01 - Jan 07, Mar 01 - Oct 30, Dec 12 - Dec 31",45.880947,13.3799438
41741,SAN VITO AL TORRE,Villa Steffaneo,Roncato Roberto,Via Aquileia,36,+39 0432 999528;+39 339 6273057,+39 0432 998021,villa.steffaneo@virgilio.it,,3,6,Apr 01 - Oct 31,45.8819203,13.3807478
2414,SAURIS,Sant Antonio di Modepoudn,Marzari Laura,Via Ariis di Sotto, 85/A,+39 339 8582777,,laura.marzari52@gmail.com,,3,6,"Jan 01 - Feb 28, Apr 01 - May 02, Jun 01 - Sep 30, Dec 01 - Dec 31",,
2565,SAURIS,Pa Mairlan,Plozzer Armida,Frazione Pesariis,42,+39 0433 86009,+39 0433 86009,pamairlan@bbcarnia.it,http://www.pamairlan-sauris.it,3,6,"Jan 01 - Mar 01, Apr 01 - May 01, Jun 01 - Sep 30, Dec 01 - Dec 31",,
2561,SEDEGLIANO,Il Mulino Sul Ledra,Vidotto Tiziana,Via Martiri della Libertà,23,+39 0432 916836;+39 333 9076886,+39 0432 916836,mulinoledra@gmail.com,,1,2,"Feb 01 - Apr 21, May 06 - Jul 26, Sep 02 - Oct 31, Nov 04 - Dec 19",46.019164,12.9807525
2384,STREGNA,Rosa Dei Venti,Stulin Alessandro,Via Superiore,50,+39 0432 724116,,,,3,6,"Mar 15 - Apr 15, Jun 15 - Aug 30, Dec 15 - Dec 31",,
2574,TAIPANA,Casa Svetlana,Malkina Svetlana,Via Monte Maggiore,22,+39 0432 788013,,,,3,5,Mar 01 - Dec 31,,
71704,TALMASSONS,"Bed & Breakast ""nikita""",Deana Gilberto,Via Isonzo, 17/1,+39 338 6327844,,,,2,3,Jan 01 - Dec 31,45.9230819,13.1358663
2381,TARCENTO,Li Dai Tos,Pividori Paolo,Via Natisone,3,+39 0432 783535;+39 347 4610812,+39 0432 783535,inesbujan@yahoo.it,http://www.lidaitos.it,2,6,"Jan 01 - Jan 07, Apr 06 - Dec 08, Dec 27 - Dec 31",46.1934057,13.2290272
3061,TARCENTO,,,Via Natisone,10,+39 0432 783843;+39 393 9722412,+39 0432 783843,capinerafvg@alice.it,http://www.beb-italia.it,2,4,Apr 01 - Sep 30,46.1935925,13.2297009
2527,TARCENTO,Casa Ongjarut,Biasizzo Diego,Via Bernadia,18,+39 0432 791850;+39 335 6861760,+39 0432 791850,diego.biasizzo@libero.it,http://www.ongjarut.it,2,5,Apr 01 - Sep 30,46.218416,13.2358673
2367,TARCENTO,Da Lisute,Jannis Adriano,Via Bernadia,98,+39 0432 785105;+39 328 1118359,,,,2,5,Apr 01 - Dec 31,46.2200371,13.2426603
47840,TARCENTO,Da Silver,Jenny Silveris,Via Olivo Alfieri,11,+39 333 6379638,+39 432793068,bandbdasilver@hotmail.it,,2,4,Mar 15 - Nov 30,,
2619,TARCENTO,Les Bouganvilles,Papinutti Donata,Via delle Viole,1,+39 0432 791908;+39 333 8673451,+39 0432 791908,lesbouganvilles@libero.it,,1,3,Mar 15 - Nov 30,46.2090943,13.2230363
67280,TARVISIO,,Cillia Loredana,Via Lussari, 18/D,+39 348 2564748;+39 348 2564748,,info@albuonditarvisio.com,http://www.albuonditarvisio.com,4,8,Jan 01 - Dec 31,46.5086559,13.5343301
35180,TARVISIO,Al Sentiero,Comelli Giulia,Via Lussari, 18/B,+39 0428 40457;+39 3343857292,,,,3,6,Jan 01 - Dec 31,46.5071219,13.5395191
2543,TARVISIO,,Danica Pivk,Via Molino,7,+39 0428 63188;+39 329 1321715,,,,1,2,Jan 01 - Dec 31,46.5092726,13.5227319
